filename,filetype,filesize,codesecsize,md5,imphash,compilationtime,addressep,sectionep,tlssections,originalfilename,sectioncount,secname1,secname2,secname3,secname4,secname5,secname6,secsize1,secsize2,secsize3,secsize4,secsize5,secsize6,secent1,secent2,secent3,secent4,secent5,secent6,functionstotal,refslocal,refsglobalvar,refsunknown,apitotal,apimisses,stringsreferenced,stringsdangling,stringsnoref,ratiofunc,ratioapi,ratiostring,getprocaddress,memallocation,createthread,ctshortestpath,callbackcount,cbaveragesize,cblargestsize,stringsrefhisto
c637e01f50f5fbd2160b191f6371c5de2ac56de4,PE32 executable (GUI) Intel 80386 for MS Windows,2107904,1561600,b2dc7c29cbf8d71d1dd57b474f1e04b9,05c85741159b622ac9f05e445fe0af56,2015-07-02 09:42:44,0xba490,.text|0,0,,4,.text,.rdata,.data,.reloc,,,1561600,288768,39936,216576,,,6.745249432868851,5.698872780061202,5.113406834557126,3.833672875134156,,,4255,20499,21,30,690,2,5134,21,30583,2.724769467213115,0.44185450819672134,3.2876536885245904,63,5,2,5,2,119,185,13-233-274-464-276-1381-1895-265-190
de3946b83411489797232560db838a802370ea71,PE32 executable (GUI) Intel 80386 for MS Windows,2107904,1561600,1d1287d4a3ba5d02cca91f51863db738,05c85741159b622ac9f05e445fe0af56,2015-08-13 12:30:45,0xba490,.text|0,0,,4,.text,.rdata,.data,.reloc,,,1561600,288768,39936,216576,,,6.74596235168543,5.6986255752828985,5.1125352681306495,3.8346581541463216,,,4255,20499,21,30,690,2,5134,21,30638,2.724769467213115,0.44185450819672134,3.2876536885245904,63,5,2,5,2,119,185,13-233-274-464-276-1381-1895-265-190
8ccaa941af229cf57a0a97327d99a46f989423f0,PE32 executable (DLL) (GUI) Intel 80386 for MS Windows,435712,338432,8f154d23ac2071d7f179959aaba37ad5,e5ceaa5ae4df84612de680237bb44652,2014-12-18 21:40:51,0x3da3f,.text|0,0,,4,.text,.rdata,.data,.reloc,,,338432,68608,8192,19456,,,6.449659942319521,4.708295617696559,5.277105439936313,6.543481624407674,,,3624,6273,3,1,869,0,117,0,4252,10.70820726172466,2.5677240922844176,0.3457119894099849,66,4,3,2,1,173,173,2-2-5-11-25-1-0-4-46
e9fb290ab3a57dd50f78596b3bb3d373f4391794,PE32 executable (DLL) (GUI) Intel 80386 for MS Windows,434688,337920,ae7e3e531494b201fbf6021066ddd188,e5ceaa5ae4df84612de680237bb44652,2014-12-18 19:08:53,0x3d99f,.text|0,0,,4,.text,.rdata,.data,.reloc,,,337920,68608,8192,18944,,,6.450162377169767,4.702672954105431,5.29144751488025,6.598452080797371,,,3623,6272,3,1,866,0,117,0,4239,10.721472537878787,2.562736742424242,0.3462357954545454,66,4,4,2,1,173,173,2-2-5-11-25-1-0-4-46
73e7f201132bac3baa2269959039574aa91783ed,PE32 executable (DLL) (GUI) Intel 80386 for MS Windows,546227,449024,a7fc8be4d89549697b1e0ae0e227f420,e5ceaa5ae4df84612de680237bb44652,2014-12-18 19:08:53,0x6f000,.text|4,0,,5,.text,.rdata,.data,.reloc,.text,,337920,68608,8192,18944,111104,,6.450162377169767,4.702672954105431,5.29144751488025,6.598452080797371,7.681861851390019,,3638,6696,3,1,875,0,117,0,6986,8.102016818700115,1.9486708950969214,0.26056513683010263,66,3,4,2,2,119,173,2-2-5-11-25-1-0-4-46
9f3d6853989012eed69de03cbd9db3909c58b72b,PE32 executable (DLL) (GUI) Intel 80386 for MS Windows,547159,449536,f574a51eea89a584773cc4040b91be08,e5ceaa5ae4df84612de680237bb44652,2014-12-18 21:40:51,0x6f000,.text|4,0,,5,.text,.rdata,.data,.reloc,.text,,338432,68608,8192,19456,111104,,6.449659942319521,4.708295617696559,5.277105439936313,6.543481624407674,7.681884429342632,,3639,6698,3,1,873,0,117,0,6995,8.095013525056947,1.9420024202733486,0.26026836560364464,66,3,3,2,2,119,173,2-2-5-11-25-1-0-4-46
c8d35ef574934cddb6579548638b7391ef3913d8,PE32 executable (DLL) (GUI) Intel 80386 for MS Windows,547265,449536,1e4c3334af8a764efea9e01de90c75fb,e5ceaa5ae4df84612de680237bb44652,2014-12-18 21:40:51,0x6f000,.text|4,0,,5,.text,.rdata,.data,.reloc,.text,,338432,68608,8192,19456,111104,,6.449659942319521,4.708295617696559,5.277105439936313,6.543481624407674,7.681884429342632,,3639,6698,3,1,873,0,117,0,7005,8.095013525056947,1.9420024202733486,0.26026836560364464,66,3,3,2,2,119,173,2-2-5-11-25-1-0-4-46
4d5e923351f52a9d5c94ee90e6a00e6fced733ef,PE32 executable (GUI) Intel 80386 for MS Windows,90624,33280,6159c094a663a171efd531b23a46716d,d967ddf6a826072286e098cb0efa8b7f,2015-04-10 10:33:36,0x377e,.text|0,0,,4,.text,.rdata,.data,.reloc,,,33280,14336,35840,6144,,,6.5342406539628906,5.346343765815293,7.669026923415051,3.986302519466945,,,295,859,6,1,305,2,37,0,1367,8.864182692307692,9.164663461538462,1.111778846153846,15,16,1,5,1,161,161,3-0-3-8-13-0-1-3-2
b8aabe12502f7d55ae332905acee80a10e3bc399,PE32 executable (GUI) Intel 80386 for MS Windows,80640,28672,91381cd82cdd5f52bbc7b30d34cb8d83,c322c30ca3292cf905f0998e3f0b3499,2012-12-12 19:12:12,0x3918,.text|0,0,,4,.text,.rdata,.data,.reloc,,,28672,13824,8704,5120,,,6.508242400847102,5.316550443376997,6.568939892395585,4.2900645984561905,,,247,720,6,1,296,0,38,0,1245,8.614676339285714,10.323660714285714,1.3253348214285714,15,21,1,5,1,161,161,3-1-3-8-13-0-1-3-2
63d1d33e7418daf200dc4660fc9a59492ddd50d9,PE32 executable (GUI) Intel 80386 for MS Windows,80640,28672,2d4eaa0331abbc6d867f5f979b2c890d,c322c30ca3292cf905f0998e3f0b3499,2012-12-12 19:12:12,0x37ae,.text|0,0,,4,.text,.rdata,.data,.reloc,,,28672,13824,8704,5120,,,6.471501058372786,5.319025692767345,6.568618008890537,4.249370145098254,,,246,699,6,1,289,0,38,0,1245,8.579799107142858,10.079520089285714,1.3253348214285714,15,21,1,5,1,161,161,3-1-3-8-13-0-1-3-2
99b454262dc26b081600e844371982a49d334e5e,PE32 executable (GUI) Intel 80386 for MS Windows,1786368,1317888,ac3e087e43be67bdc674747c665b46c2,0e722c4bc27f14c19844e2d34d9c6752,2015-11-02 08:45:54,0x9b8cf,.text|0,0,,4,.text,.rdata,.data,.reloc,,,1317888,252928,39936,174592,,,6.756633870750437,5.877412966383449,5.1060695630918875,3.863633858140524,,,3940,17932,15,30,627,1,2950,27,24859,2.989631895881896,0.47576121794871795,2.238429972804973,63,5,1,5,1,125,125,12-195-121-175-177-769-1319-75-49
c91b192f4cd47ba0c8e49be438d035790ff85e70,PE32 executable (GUI) Intel 80386 for MS Windows,1798144,1329152,672b8d14d1d3e97c24baf69d50937afc,a1fd475bfa2976cb5ea27a08b5399f6a,2015-07-02 09:27:27,0x9e53f,.text|0,0,,4,.text,.rdata,.data,.reloc,,,1329152,252928,39936,175104,,,6.761328806260723,5.8913964836184,5.0858870235118925,3.8724379459883367,,,3950,17779,15,30,627,1,2973,2,27944,2.971819626348228,0.471729343220339,2.2367644934514637,63,5,1,5,1,125,125,12-195-122-175-177-784-1324-76-50
067913b28840e926bf3b4bfac95291c9114d3787,PE32 executable (GUI) Intel 80386 for MS Windows,98304,73216,02522ce47a8db9544f8877dace7e0833,4f23b2d5fef256e4b009840a703caa10,2013-05-07 10:31:08,0xaee9,.text|0,0,,5,.text,.rdata,.data,.rsrc,.reloc,,73216,13312,4096,512,6144,,6.657712375443805,4.963911440616696,2.3393893204267355,5.105006099278345,4.054557440239335,,434,1247,3,1,318,0,37,0,991,5.927666083916084,4.3433129370629375,0.505354020979021,10,5,1,6,1,101,101,2-1-2-10-5-0-0-3-9
e945de27ebfd1baf8e8d2a81f4fb0d4523d85d6a,PE32 executable (GUI) Intel 80386 for MS Windows,98304,73216,cd1c521b6ae08fc97e3d69f242f00f9e,e7c1c256e363c0d98a685c8ffc7b2851,2013-04-29 05:20:03,0xae70,.text|0,0,,5,.text,.rdata,.data,.rsrc,.reloc,,73216,13312,4096,512,6144,,6.64957323089869,4.954477703121476,2.328886392127772,5.105006099278345,4.052576583923695,,430,1244,3,1,317,0,39,0,1003,5.8730332167832175,4.329654720279721,0.5326704545454546,10,5,1,6,1,101,101,2-1-2-10-7-0-0-3-9
8f4f0edd5fb3737914180ff28ed0e9cca25bf4cc,PE32 executable (GUI) Intel 80386 for MS Windows,195584,164352,e766e048bd222cfd2b9cc1bf24125dac,c5e424f906a62f2082c9e653d8c2a7f9,2013-08-27 08:22:07,0x1fb3f,.text|0,0,,4,.text,.rdata,.data,.reloc,,,164352,17920,4096,8192,,,6.284654217703972,5.099324147591744,2.558054229723145,4.619075086599928,,,823,2836,4,2,669,0,135,0,1467,5.007544781931464,4.070531542056075,0.8214077102803738,10,6,1,6,1,101,101,2-7-25-22-10-6-4-20-27
982d9241147aaacf795174a9dab0e645cf56b922,PE32 executable (GUI) Intel 80386 for MS Windows,195584,164352,0ebfac6dba63ff8b35cbd374ef33323a,c5e424f906a62f2082c9e653d8c2a7f9,2013-08-23 03:38:08,0x1fb3f,.text|0,0,,4,.text,.rdata,.data,.reloc,,,164352,17920,4096,8192,,,6.28467827092058,5.09916357887645,2.558054229723145,4.619075086599928,,,823,2836,4,2,669,0,135,0,1467,5.007544781931464,4.070531542056075,0.8214077102803738,10,6,1,6,1,101,101,2-7-25-22-10-6-4-20-27
17d808f3db5daf4776e819cc9fa4dc0d6b78156b,PE32 executable (DLL) (GUI) Intel 80386 for MS Windows,1065984,745472,3885d0af632b549fccb900bb9ab8edfa,e8955e221b471a3ec41a2be2d4dc730c,2016-10-18 23:21:30,0x89e37,.text|0,0,,4,.text,.rdata,.data,.reloc,,,745472,232960,39936,46592,,,6.74086996110266,5.930015266611057,5.248340652881024,5.732383998050602,,,3573,15503,15,30,591,0,2919,14,18760,4.792936555631869,0.7927863152472527,3.9156400240384617,35,6,1,5,1,101,101,12-195-120-156-188-781-1308-76-47
97020924373f42800f03f441ef03a99893fb5def,PE32 executable (DLL) (GUI) Intel 80386 for MS Windows,1068032,747008,94f750125fa0725743e65665b7ca10c8,7424d37b785eb66c000f321f2ac9765b,2016-12-07 23:56:57,0x8a2b7,.text|0,0,,4,.text,.rdata,.data,.reloc,,,747008,233472,39936,46592,,,6.736606374404329,5.932687949315506,5.24309754784795,5.7394109419989405,,,3573,15686,15,30,591,24,2931,16,18491,4.783081305688827,0.79115618574366,3.923652758738862,33,6,1,5,1,101,101,12-195-121-160-189-786-1304-81-49
5b1eb8eab0b4a87363205b011187c293a001e03c,PE32 executable (GUI) Intel 80386 for MS Windows,1018880,744960,2f740a1618c416509d89709bc5ba5c41,3ddba7eec1849e75e05f19ebbd87762b,2016-12-21 22:08:58,0x89b8c,.text|0,0,,3,.text,.rdata,.data,,,,744960,232960,39936,,,,6.743727503810519,5.93526526636287,5.293268748034417,,,,3572,15520,15,30,589,0,2935,5,17840,4.794888316151202,0.7906464776632302,3.9398088487972505,35,6,1,7,1,101,101,12-194-123-163-184-786-1308-81-49
42dee38929a93dfd45c39045708c57da15d7586c,PE32 executable (GUI) Intel 80386 for MS Windows,1063936,743424,ae4ded48da0766d237ce2262202c3c96,c9308860889a00e0be622217cda3b803,2015-06-25 05:15:54,0xe5dc,.text|0,0,,4,.text,.rdata,.data,.reloc,,,743424,232960,39936,46592,,,6.725081823657059,5.797025074583107,5.0992627000679605,5.727127679688235,,,3475,15342,15,30,578,0,2856,49,19078,4.67431775137741,0.7774836432506887,3.8416838842975207,35,6,1,5,1,101,101,12-195-122-157-187-770-1255-76-48
cdeea936331fcdd8158c876e9d23539f8976c305,PE32 executable (GUI) Intel 80386 for MS Windows,1062912,743936,5e70a5c47c6b59dae7faf0f2d62b28b3,69ca97fb5d686988321bac50363255f0,2015-04-22 08:49:54,0xe474,.text|0,0,,4,.text,.rdata,.data,.reloc,,,743936,231936,39936,46080,,,6.725555029721418,5.804996398975834,5.103088360522946,5.758916727699193,,,3486,15385,15,30,567,0,2919,13,18950,4.6858869580178935,0.7621623365450791,3.9237246214728145,35,6,1,5,1,101,101,12-195-123-156-183-769-1324-73-49
0450aaf8ed309ca6baf303837701b5b23aac6f05,PE32 executable (DLL) (console) Intel 80386 for MS Windows,1048064,745472,800af1c9d341b846a856a1e686be6a3e,98450bad338b909d70eec8c9da5384aa,2014-04-14 13:13:59,0x1af91,.text|0,0,,4,.text,.rdata,.data,.reloc,,,745472,216576,39936,45056,,,6.696817835989321,5.682971966991886,5.260893225024816,5.645190587593863,,,3551,15594,15,29,526,0,2789,52,17439,4.763425051510989,0.7055932348901099,3.741253863324176,35,6,1,5,1,101,101,9-193-101-134-160-757-1277-76-48
1535d85bee8a9adb52e8179af20983fb0558ccb3,PE32 executable (GUI) Intel 80386 for MS Windows,1118208,797696,4ac8d16ff796e825625ad1861546e2e8,494c3573906251f108d7bb82c7312381,2015-02-20 09:52:27,0x1c14b,.text|0,0,,4,.text,.rdata,.data,.reloc,,,797696,232960,39936,46592,,,6.701759170704253,5.808093369094821,5.081532539408031,5.718256289713536,,,3700,16162,15,31,536,2,2908,1,19165,4.638358472400514,0.6719351732991014,3.6454990372272142,35,6,1,6,1,101,101,12-195-121-158-163-785-1323-73-43
a5fca59a2fae0a12512336ca1b78f857afc06445,PE32 executable (DLL) (GUI) Intel 80386 for MS Windows,34816,25088,f1d3447a2bff56646478b0adb7d0451c,0c77d19d6a79de7d698658e346e74cc1,2015-10-12 08:18:05,0x0,,0,mgswizap.dll,5,.text,.rdata,.data,.rsrc,.reloc,,25088,5632,0,1024,2048,,6.393853533034122,6.584341618976724,0.0,3.2752596340625817,5.06203764547718,,238,937,0,0,158,0,44,0,537,9.486607142857142,6.297831632653061,1.753826530612245,0,1,2,2,1,100,100,11-15-9-2-4-1-0-0-1
351c3762be9948d01034c69aced97628099a90b0,PE32 executable (DLL) (console) Intel 80386 for MS Windows,31744,22016,83cf67a5d2e68f9c00fbbe6d7d9203bf,f5751055e8ea71a7a08149db65e6fcaa,2015-08-27 06:24:34,0x6351,.text|0,0,msdtckrn.dll,5,.text,.rdata,.data,.rsrc,.reloc,,22016,5632,0,1024,2048,,6.364401250394236,6.606637463183552,0.0,2.693666799704047,4.674816582450365,,225,781,0,0,138,0,29,0,480,10.219840116279071,6.268168604651163,1.3172238372093024,0,1,3,2,2,69,92,7-9-4-2-4-1-0-0-0
842b0759b5796979877a2bac82a33500163ded67,PE32 executable (DLL) (console) Intel 80386 for MS Windows,40960,28672,291af793767f5c5f2dc9c6d44f1bfb59,d15767e78bda80360ff71d2035b1c72d,2015-07-07 10:43:17,0x7761,.text|0,0,api-ms-win-downlevel-profile-l1-1-0.dll,6,.text,.rdata,.data,.CRT,.rsrc,.reloc,28672,6144,512,512,1024,3072,6.285694409579046,6.612135539551534,0.06116285224115448,0.11836963125913882,2.999407692827605,5.5379707466028885,235,830,0,0,295,0,38,0,560,8.196149553571429,10.288783482142858,1.3253348214285714,3,1,3,2,2,78,92,5-9-11-5-6-0-0-0-0
21835aafe6d46840bb697e8b0d4aac06dec44f5b,PE32 executable (DLL) (console) Intel 80386 for MS Windows,40960,28672,211b7100fd799e9eaabeb13cfa446231,5f1a47f1da574564510e2355296f1987,2015-07-08 12:34:46,0x772c,.text|0,0,api-ms-win-downlevel-profile-l1-1-0.dll,6,.text,.rdata,.data,.CRT,.rsrc,.reloc,28672,6144,512,512,1024,3072,6.288778806419481,6.595222218363469,0.06116285224115448,0.11446338125913882,3.29991954139168,5.528195819468135,234,829,0,0,291,0,34,0,568,8.161272321428571,10.149274553571429,1.1858258928571428,3,1,3,2,2,78,92,5-11-6-5-5-0-0-0-0
d3aa282b390a5cb29d15a97e0a046305038dbefe,PE32 executable (DLL) (console) Intel 80386 for MS Windows,40960,28672,18efc091b431c39d3e59be445429a7bc,5f1a47f1da574564510e2355296f1987,2015-07-08 12:34:46,0x772c,.text|0,0,api-ms-win-downlevel-profile-l1-1-0.dll,6,.text,.rdata,.data,.CRT,.rsrc,.reloc,28672,6144,512,512,1024,3072,6.288841350860851,6.595222218363469,0.06116285224115448,0.11446338125913882,3.29991954139168,5.528195819468135,234,829,0,0,291,0,34,0,568,8.161272321428571,10.149274553571429,1.1858258928571428,3,1,3,2,2,78,92,5-11-6-5-5-0-0-0-0
ed9f3e5e889d281437b945993c6c2a80c60fdedc,PE32 executable (DLL) (console) Intel 80386 for MS Windows,40960,28672,2dfc90375a09459033d430d046216d22,5f1a47f1da574564510e2355296f1987,2015-06-11 04:05:27,0x7721,.text|0,0,api-ms-win-downlevel-profile-l1-1-0.dll,6,.text,.rdata,.data,.CRT,.rsrc,.reloc,28672,6144,512,512,1024,3072,6.292179355981139,6.668345836183242,0.06116285224115448,0.11446338125913882,3.29991954139168,5.533877268307719,234,829,0,0,291,0,31,0,583,8.161272321428571,10.149274553571429,1.0811941964285714,3,1,3,2,2,69,92,4-11-6-4-5-0-0-0-0
f1ee563d44e2b1020b7a556e080159f64f3fd699,PE32 executable (GUI) Intel 80386 for MS Windows,214016,152576,58ca9243d35e529499dd17d27642b419,7115f76cb07e1810c695e83183f30adc,2015-04-18 01:09:57,0x1471d,.text|0,0,NvdSac.exe,5,.text,.rdata,.data,.rsrc,.reloc,,152576,30208,16384,1024,12800,,6.619448099856056,4.73176337814539,6.058163350748582,3.1046358005788486,4.972247218870571,,1299,3376,4,1,417,0,96,0,2350,8.513789848993289,2.733064177852349,0.6291946308724833,11,10,4,2,4,67,86,3-1-6-11-32-1-0-3-36
4b74c90c9d9ce7668aa9eb09978c1d8d4dfda24a,PE32 executable (GUI) Intel 80386 for MS Windows,213504,152064,409848dabfd110f4d373dd0a97ff708e,d947e50f3cb6d521563a5cf2df73e64e,2015-10-20 10:36:10,0x146bd,.text|0,0,NvdSac.dll,5,.text,.rdata,.data,.rsrc,.reloc,,152064,29696,16896,1024,12800,,6.630973631948425,4.786721708904364,6.053869525574869,3.097584272841549,4.96849462049656,,1298,3371,4,1,415,0,106,0,2391,8.53587962962963,2.7291140572390575,0.6970749158249159,11,10,4,2,4,67,86,3-4-13-11-32-1-0-3-36
f024dbab65198467c2b832de9724cb70e24af0dd,PE32 executable (DLL) (GUI) Intel 80386 for MS Windows,31744,21504,7b1bfd7c1866040e8f618fe67b93bea5,0bd883f02eac2ecf1adccf7608d6c451,2015-10-06 10:04:55,0x6237,.text|0,0,msdtckrn.dll,5,.text,.rdata,.data,.rsrc,.reloc,,21504,5632,0,1536,2048,,6.377196731903679,6.447141184383738,0.0,2.6142918316415877,4.516652365434821,,222,780,0,0,118,0,33,0,487,10.323660714285714,5.48735119047619,1.5345982142857142,0,1,1,2,1,85,85,5-16-7-0-3-0-0-0-0
